transaction_id,risk_score,amount,behavior_score,geo_score,comm_score,economic_score,drift_score,judge_score,reasons
e1021ab7-c2de-4791-994b-bab86e6fbe3e,0.167,2252.22,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
e218452e-3956-4432-993c-1bd0e37f649e,0.191,7191.15,0.0,0.0,0.75,0.35,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:high value | economic:transfer risk multiplier
270e231d-55c4-43d6-b6da-3aaad846b3c9,0.167,2665.73,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
86b426fa-0710-4a5f-a552-355cff29541c,0.167,4020.92,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
ec7665bd-bda0-47b3-8699-e4b5c9aa61f8,0.167,1134.47,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
11c44b85-5346-44eb-acec-518d0dfc5759,0.167,2808.26,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
007aefa4-08a4-4688-a9e9-9e272d3fba10,0.167,1168.68,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
e5e8217d-0a1c-45a4-ac07-48a37ab0dca1,0.15100000000000002,879.54,0.0,0.0,0.75,0.1,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
d9db1b1d-d3d6-4ebb-b193-aaf8c4a52873,0.167,2928.32,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
5b911e36-da96-40ec-86bd-21b3da5c0002,0.15100000000000002,919.27,0.0,0.0,0.75,0.1,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
ff9c4893-b84d-4a68-a5da-aed29b1e14a9,0.167,3447.28,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
c66a5e9b-01f3-4fdd-a6d2-8dce4fa75392,0.15100000000000002,802.85,0.0,0.0,0.75,0.1,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
1d081add-b8f5-4388-8398-ca7326c97a39,0.167,3368.67,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
7f72d7bc-abbf-4ba2-bedf-3d08b6acacc7,0.15100000000000002,999.37,0.0,0.0,0.75,0.1,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
c566f31e-d6a0-4971-b4b9-6d1d979be01f,0.28,44.12,0.35,0.25,0.75,0.0,0.0,,behavior:new recipient | behavior:new payment method | behavior:new transaction type | geo:location mismatch vs recent geo | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
3819cbd5-465b-4c43-9670-b8d5fb88b070,0.195,17.14,0.2,0.0,0.75,0.0,0.0,,behavior:new payment method | behavior:new transaction type | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
7af91846-dd50-4ac5-a751-fb87e961e9db,0.21000000000000002,157.27,0.25,0.0,0.75,0.0,0.0,,behavior:new recipient | behavior:new transaction type | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
3b7c35eb-cc78-4815-bad6-2036e0e4eed1,0.244,72.35,0.35,0.0,0.75,0.0,0.05,,behavior:new recipient | behavior:new payment method | behavior:new transaction type | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | drift:digitally mediated payment
5347bf8b-2769-432f-83d9-64018062168c,0.21000000000000002,122.95,0.25,0.0,0.75,0.0,0.0,,behavior:new recipient | behavior:new transaction type | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
0739221a-e1b9-438f-acf1-617d6da2aa17,0.195,150.02,0.2,0.0,0.75,0.0,0.0,,behavior:new payment method | behavior:new transaction type | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
115b1df1-5d4d-44d9-b182-446370715a4f,0.219,3.05,0.2,0.15,0.75,0.0,0.0,,behavior:new payment method | behavior:new transaction type | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
cc65ccc5-a1d5-4341-9a1b-5c970da007f7,0.159,300.0,0.0,0.15,0.75,0.0,0.0,,geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
5db7f92c-0cd3-4023-9438-68be4a6e87b2,0.274,46.81,0.25,0.4,0.75,0.0,0.0,,behavior:new recipient | behavior:new payment method | geo:location mismatch vs recent geo | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
9053ef41-8eed-4eb7-b8d8-7d3b0bd1bca8,0.165,59.68,0.1,0.0,0.75,0.0,0.0,,behavior:new payment method | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
75bb5511-d927-4cbc-8138-f25b21718147,0.219,100.41,0.2,0.15,0.75,0.0,0.0,,behavior:new payment method | behavior:new transaction type | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
b7b34ea0-cf57-4631-a186-4668e46c4045,0.28,48.69,0.35,0.25,0.75,0.0,0.0,,behavior:new recipient | behavior:new payment method | behavior:new transaction type | geo:location mismatch vs recent geo | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
cf713161-8dd4-4148-9d39-213db4a8e4e6,0.196,982.51,0.15,0.0,0.75,0.1,0.0,,behavior:new recipient | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
442c2311-d467-43cb-a1c1-816335a03749,0.159,249.7,0.0,0.15,0.75,0.0,0.0,,geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
37e610b2-21c0-49e3-9720-d00e5431c3e2,0.274,15.58,0.25,0.4,0.75,0.0,0.0,,behavior:new recipient | behavior:new payment method | geo:location mismatch vs recent geo | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
6eb31a47-0d70-475e-b531-b4fc7f30002e,0.159,20.43,0.0,0.15,0.75,0.0,0.0,,geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
ad1cd81e-189c-4bb1-afac-7aaf666440a4,0.191,7202.81,0.0,0.0,0.75,0.35,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:high value | economic:transfer risk multiplier
e60729db-ddf8-49ed-9007-86f5cfce84fd,0.28,280.93,0.35,0.25,0.75,0.0,0.0,,behavior:new recipient | behavior:new payment method | behavior:new transaction type | geo:location mismatch vs recent geo | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
a5842948-5e83-4b5f-a5c6-9d16abebbc01,0.219,34.72,0.2,0.15,0.75,0.0,0.0,,behavior:new payment method | behavior:new transaction type | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
2db2e9e0-2f01-439a-9a6d-8cc6388f3355,0.167,2572.48,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
e15a8500-6d3b-4495-9498-4c502b3e8762,0.15100000000000002,806.38,0.0,0.0,0.75,0.1,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
f7c28cbf-8ead-4de3-a319-80b0565d4b58,0.167,2283.7,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
84278cd8-92df-401e-b3e0-955e44d2ad68,0.167,1273.15,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
f395bca3-02b2-4e5e-8975-48959434ee1a,0.324,11.59,0.35,0.5,0.75,0.0,0.05,,behavior:new recipient | behavior:new payment method | behavior:odd hour | geo:location mismatch vs recent geo | geo:new in-person location | geo:in-person payment at unusual hour | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | drift:digitally mediated payment
234315a1-8553-4599-a70e-78930c05a618,0.167,4067.83,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
9a1e8513-fe70-4e65-bf2b-f55c86c81046,0.167,2925.23,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
0a06b3ab-8c4e-4019-b9cf-171fc1999132,0.15100000000000002,856.4,0.0,0.0,0.75,0.1,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
1d262166-6568-4e01-ae66-377886ef6031,0.167,2744.74,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
ff608cc8-ceb5-44fa-961f-ab9fe076c872,0.167,1068.6,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
f2cbf2d6-1903-43dd-a21e-7b02fd650427,0.167,1003.65,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
f4f5534f-b439-4675-8c6d-fe7ce33e5256,0.167,3342.34,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
5b59b3fc-7217-4299-8470-82e5532e7606,0.195,5.83,0.2,0.0,0.75,0.0,0.0,,behavior:new payment method | behavior:new transaction type | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
6ab5bf80-6f00-4ec5-9f5c-0a5b9cdd3543,0.219,300.39,0.2,0.15,0.75,0.0,0.0,,behavior:new payment method | behavior:new transaction type | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
562d6148-faab-45c3-90a8-886760e87b9c,0.135,50.2,0.0,0.0,0.75,0.0,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
cc0f58d0-cee0-49c9-9b06-b6b68e20b71c,0.167,1118.54,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
f2ac63ef-acea-42d4-a9ca-81cf095874c7,0.219,48.29,0.2,0.15,0.75,0.0,0.0,,behavior:new payment method | behavior:new transaction type | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
976e849f-47d4-445f-a141-b071f9044eb7,0.167,3434.01,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
50ca395c-6c6f-4620-b865-4c383ac8369c,0.189,23.37,0.1,0.15,0.75,0.0,0.0,,behavior:new payment method | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
a3e5125e-aebb-4d1f-9755-5505ecae392e,0.21000000000000002,97.89,0.25,0.0,0.75,0.0,0.0,,behavior:new recipient | behavior:odd hour | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
f51fb071-9987-474f-8d54-44c2ec6cb16d,0.159,99.72,0.0,0.15,0.75,0.0,0.0,,geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
0f208634-6279-49b4-b9de-268a42f1e78b,0.244,341.54,0.15,0.4,0.75,0.0,0.0,,behavior:new recipient | geo:location mismatch vs recent geo | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
7f5a2d79-2d02-460e-bfb0-98e990067441,0.159,20.22,0.0,0.15,0.75,0.0,0.0,,geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
5dcf26de-2a61-498a-977c-6ebebada05f8,0.159,30.83,0.0,0.15,0.75,0.0,0.0,,geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
63ce27e7-fbf3-4dcb-abb8-f6d582c0606e,0.189,19.64,0.1,0.15,0.75,0.0,0.0,,behavior:new transaction type | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
1a5642d4-4f8b-4929-9ce1-93428856f5b3,0.308,187.13,0.35,0.4,0.75,0.0,0.05,,behavior:new recipient | behavior:new payment method | behavior:new transaction type | geo:location mismatch vs recent geo | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | drift:digitally mediated payment
ebbbfbc9-62ab-4047-b56c-bbeffbf7ce43,0.159,46.95,0.0,0.15,0.75,0.0,0.0,,geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
a8579aef-9fb4-47b2-a065-49b3040864b3,0.196,400.04,0.15,0.0,0.75,0.1,0.0,,behavior:new recipient | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
4566e181-b897-4c40-86a4-fe015ec9b69f,0.196,465.22,0.15,0.0,0.75,0.1,0.0,,behavior:new recipient | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
ef0cad83-3314-4b50-85c0-cdac6bf54312,0.159,50.44,0.0,0.15,0.75,0.0,0.0,,geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
0b8a4f5f-41e8-4fa1-b147-81760049797c,0.189,80.82,0.1,0.15,0.75,0.0,0.0,,behavior:new transaction type | geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
2d428d93-af79-4580-bb88-48399dd79af9,0.196,210.14,0.15,0.0,0.75,0.1,0.0,,behavior:new recipient | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
260dc681-a3e6-4201-a076-709f2d667d8a,0.135,250.18,0.0,0.0,0.75,0.0,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
d25113d7-64a8-4ac5-9e28-f7d261757491,0.196,154.07,0.15,0.0,0.75,0.1,0.0,,behavior:new recipient | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
1dcd96be-3408-456d-b2cb-ef44fdbee258,0.159,50.22,0.0,0.15,0.75,0.0,0.0,,geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
400cc761-1847-4cb2-9399-b1b3cdef3ad4,0.15100000000000002,101.81,0.0,0.0,0.75,0.1,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
e8f40bcd-9672-45f6-80bd-4baa4931184c,0.191,7318.4,0.0,0.0,0.75,0.35,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:high value | economic:transfer risk multiplier
fee887b2-5f76-4da7-92b2-37a8cfd03055,0.167,1969.46,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
5f0f085b-46df-431b-886e-691dc04f7e46,0.196,244.86,0.15,0.0,0.75,0.1,0.0,,behavior:new recipient | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
37e087af-54d4-4e55-95f7-1cb0ca063d96,0.167,4079.8,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
027f70c2-2f84-442c-a25e-7a664fff8ac9,0.196,572.81,0.15,0.0,0.75,0.1,0.0,,behavior:new recipient | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
546a66d3-fcef-48f7-bedb-712fa6475cd1,0.167,2913.74,0.0,0.0,0.75,0.2,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:moderate value | economic:transfer risk multiplier
62577430-5566-412f-8efc-7f4c2270c782,0.15100000000000002,401.58,0.0,0.0,0.75,0.1,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
38f7bd44-1709-40cf-b7e2-2b5e1c3c3773,0.159,48.91,0.0,0.15,0.75,0.0,0.0,,geo:new in-person location | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
acd4d1a5-aaad-4747-9b5a-37714bb489d5,0.17500000000000002,26.07,0.0,0.25,0.75,0.0,0.0,,geo:location mismatch vs recent geo | comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now
0a502a4c-2df6-452d-ba85-311298e771df,0.15100000000000002,733.21,0.0,0.0,0.75,0.1,0.0,,comm:urgent | comm:verify | comm:account lock | comm:suspicious login | comm:customs | comm:pay now | economic:transfer risk multiplier
